population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2000,0.017344659553155856,0.018224151172423136,0.01624235121790669
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2001,0.017631463693611623,0.01855982289924048,0.01651336120100918
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2002,0.017685410961068876,0.01853239345443957,0.0164604975856682
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2003,0.018173517312446045,0.01918380225268671,0.01692842928762563
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2005,0.018461043046312128,0.019418101831844326,0.01716760173727714
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2004,0.0184921869681609,0.019494399558928403,0.017120668792910413
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2006,0.018884192651679964,0.019944692202214002,0.017543690840750747
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2007,0.01908546000997127,0.020160345750110303,0.01765936270920348
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2008,0.019141665531851152,0.02019947450333609,0.017688732532559023
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2009,0.01934735880693428,0.02041124737801791,0.017837118082284824
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2010,0.019538249212341232,0.020675094426728657,0.01801665767924561
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2011,0.01991169725849191,0.021104321615354988,0.01839812070321675
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2012,0.020270082405552267,0.02149897007916806,0.018616957078799994
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2014,0.020614905113595993,0.021722122234554466,0.018832685177848484
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2013,0.020566845909700822,0.021708179911879552,0.018795675362142432
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2015,0.020935032812855754,0.02212849283857288,0.0190783296387009
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2016,0.021177813304945222,0.02236326957390747,0.019230868896413022
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2017,0.0210744420069224,0.022324281566890442,0.019116010294689043
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2018,0.021214612897023477,0.02243771613042124,0.01928993131114954
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2019,0.021513451798437954,0.022833384608155236,0.019572365689310527
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2020,0.020687306762513978,0.021802468831072473,0.01890277747242715
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2021,0.02132584069026664,0.022478141931327026,0.01943466788415697
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2023,0.022523761306027033,0.02389652437041761,0.020501928442935163
1,All Population,1,Deaths,101,Canada,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2022,0.020828858686255593,0.021994697673298973,0.018959017128872803
